date,l1_category,l1_category_id,l2_category,l2_category_id,store_id,variant_id,variant_name,group_id,selling_price,mrp,in_stock,inventory,is_sponsored,image_url,brand_id,brand
2025-07-25,Munchies,1237,Munchies Gift Packs,1694,37740,495576,4700BC Nutty Tuxedo Chocolate Popcorn Gift Pack,1175680,499,499,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/b849c910-84e4-46ca-a51c-bb0e3e3232f3.png,4700BC,4700BC
2025-07-25,Munchies,1237,Munchies Gift Packs,1694,37740,570852,GO DESI Fun Rakhi Gift Pack,2196211,512,699,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/d3912819-f44f-4ec8-8b01-f264fa1fb3e1.png,GO DESI,GO DESI
2025-07-25,Munchies,1237,Munchies Gift Packs,1694,37740,633249,Beyond Snack Kerala Banana Chips,2173134,80,80,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/49a34af6-c6f0-4f66-81c6-de20fd08cb0e.png,Beyond Snack,Beyond Snack
2025-07-25,Munchies,1237,Munchies Gift Packs,1694,37740,534300,Desi Ghee Dryfruit Besan Laddu by Unibic Swaadesi,774246,101,230,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/575b8952-08bd-46a5-8495-ef880cc6aacb.png,Unibic Swaadesi,Unibic Swaadesi
2025-07-25,Munchies,1237,Munchies Gift Packs,1694,37740,424025,4700BC Nutty Tuxedo Chocolate Popcorn,482030,250,250,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/e1bc109c-dae6-4dca-990b-bdab4ebfef65.png,4700BC,4700BC
2025-07-25,Munchies,1237,Munchies Gift Packs,1694,37740,680953,Omay Foods Foods Rakhi Gift Pack with Rakhi & Roli-Chawal,2181486,499,750,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/eb97ed7a-2fb5-42b2-83ea-94d676b5d8f4.png,Omay Foods,Omay Foods
2025-07-25,Munchies,1237,Munchies Gift Packs,1694,37740,617464,Crax Namkeen Snacks Party Combo,2151204,72,90,1,5,0,https://cdn.grofers.com/da/cms-assets/cms/product/f9db696b-896b-46db-a05c-88e3929052fd.png,Crax,Crax
2025-07-25,Munchies,1237,Munchies Gift Packs,1694,37740,496308,"Open Secret Cookies, Brownie & Dry Fruits Gift Pack",1490480,329,350,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/e468ef7b-6194-448b-a3f8-dbbab26f86d8.png,Open Secret,Open Secret
2025-07-25,Munchies,1237,Munchies Gift Packs,1694,37740,480400,4700BC Himalayan Salt Caramel Popcorn,598505,225,225,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/cdaeeb46-63cd-44d5-a6d5-0a14687bb366.png,4700BC,4700BC
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,524535,Let's Try Namkeen Combo,744169,81,90,1,11,1,https://cdn.grofers.com/da/cms-assets/cms/product/46ee6575-38de-49b6-98d4-53d9a158a564.png,Let's Try,Let's Try
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,19266,Haldiram's Bhujia,1910541,120,120,1,22,0,https://cdn.grofers.com/da/cms-assets/cms/product/405265f1-3c53-4c52-b39d-bdc26a83e6f6.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,11142,Haldiram's Fatafat Bhelpuri,1914092,40,40,1,7,0,https://cdn.grofers.com/da/cms-assets/cms/product/87af206e-52d3-4f1d-a66c-40fb64803f7f.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,19274,Haldiram's Bhelpuri / Bhelpuri,1914143,55,55,1,17,0,https://cdn.grofers.com/da/cms-assets/cms/product/acb8bea9-c0b4-4064-a823-502cd11a0785.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,495431,Let's Try Lite Multigrain Mixture Namkeen,1914594,108,120,1,4,1,https://cdn.grofers.com/da/cms-assets/cms/product/5f7cfecb-5add-4369-97d5-f155f434b882.png,Let's Try,Let's Try
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,446887,Bikano All Time Mixture Namkeen,464926,69,70,1,10,0,https://cdn.grofers.com/da/cms-assets/cms/product/e7c73d97-38f8-4c17-984b-55f6f146e275.png,Bikano,Bikano
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,17707,Haldiram's Panchratan Mixture Namkeen,1913241,100,100,1,16,0,https://cdn.grofers.com/da/cms-assets/cms/product/409b6928-ca64-4b94-8c87-4f7892eaab99.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,19295,Haldiram's Moong Dal Namkeen,1911617,120,120,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/544405b7-1b52-4ff5-836b-1b7a943c0378.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,11187,Haldiram's Kaju Mixture Namkeen,1913638,95,95,1,32,0,https://cdn.grofers.com/da/cms-assets/cms/product/7076c538-3022-490c-8007-db797f809114.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,55092,Haldiram's Chilli Chatak Lachha Namkeen Snacks,1915495,60,60,1,26,0,https://cdn.grofers.com/da/cms-assets/cms/product/0a31471b-7ce1-4e76-92bd-018c959d2890.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,19263,Haldiram's Shahi Dal Biji Mixture Namkeen,1913912,60,60,1,11,0,https://cdn.grofers.com/da/cms-assets/cms/product/6971cf21-b0c3-4b3f-a133-f1d172a00786.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,41389,Haldiram's Long Sev Bhujia,1914326,55,55,1,10,0,https://cdn.grofers.com/da/cms-assets/cms/product/943ac54b-7606-448a-abc1-8f5c89682785.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,19292,Haldiram's Khatta Meetha Mixture Namkeen,1912365,100,100,1,14,0,https://cdn.grofers.com/da/cms-assets/cms/product/613ba77d-045b-4e3e-9d03-e76b17546c01.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,62119,Bikaji Bhujia,1912957,114,122,1,9,0,https://cdn.grofers.com/da/cms-assets/cms/product/2b5d0954-c585-4c1c-869b-be28a9054376.png,Bikaji,Bikaji
2025-07-25,Munchies,1237,Bhujia & Mixtures,1178,37740,512767,Let's Try Special Makhana Falhari Mixture,792527,80,100,1,23,0,https://cdn.grofers.com/da/cms-assets/cms/product/b0bbd27d-f3f9-4ada-8c14-f56680572c54.png,Let's Try,Let's Try
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,524535,Let's Try Namkeen Combo,744169,81,90,1,11,1,https://cdn.grofers.com/da/cms-assets/cms/product/46ee6575-38de-49b6-98d4-53d9a158a564.png,Let's Try,Let's Try
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,605,Haldiram's Classic Salted Peanuts,1913618,55,55,1,50,0,https://cdn.grofers.com/da/cms-assets/cms/product/355563a7-3a0c-477e-8e41-1f0df08ecbba.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,11143,Haldiram's Gathiya,1913082,55,55,1,12,0,https://cdn.grofers.com/da/cms-assets/cms/product/498e9c42-49ff-43ed-8359-7ab98a245b38.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,372136,Chheda's Bhakarwadi Namkeen,1912980,51,70,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/19904ec5-987e-4ad0-a433-d5ca125b323a.png,Chheda's,Chheda's
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,500525,Let's Try Roasted Bhuna Chana,828877,93,150,1,3,1,https://cdn.grofers.com/da/cms-assets/cms/product/1deee8bc-6efe-4656-81ab-db43ff4d137b.png,Let's Try,Let's Try
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,681093,Let's Try Purani Delhi Soan Papdi,2187310,99,99,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/d11cb324-330d-4b81-bd18-2078b7f88ae0.png,Let's Try,Let's Try
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,11174,Haldiram's Mathri/Matthi,1915523,65,65,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/f1b11e1a-25f7-43df-bb4a-713788933326.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,19309,Haldiram's Southern Delights Murukku Namkeen,1915476,65,65,1,18,0,https://cdn.grofers.com/da/cms-assets/cms/product/cd926a6a-9a72-40f9-9627-088d1aefcb5c.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,588255,Let's Try Hing Jeera Bhuna Chana,1244749,104,120,1,1,1,https://cdn.grofers.com/da/cms-assets/cms/product/ac5764d0-9fa6-48be-8267-e3df4987cb5b.png,Let's Try,Let's Try
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,490546,Crax Mast Matar Green Peas Namkeen Snacks,828866,51,55,1,6,0,https://cdn.grofers.com/da/cms-assets/cms/product/e2977fa3-c546-4d2d-8517-156380ce5fe5.png,Crax,Crax
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,19284,Haldiram's Kachori,1915509,65,65,1,12,0,https://cdn.grofers.com/da/cms-assets/cms/product/8a69e20e-d763-445c-bfd5-63cd7a85e960.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,544697,Haldiram's Snac Lite Soya Katori,806640,36,50,1,16,0,https://cdn.grofers.com/da/cms-assets/cms/product/4881bd9e-1dfa-4611-a4e3-e03758fad8d2.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,676118,Crax Zero Classic Salted Peanuts,2142278,80,100,1,1,1,https://cdn.grofers.com/da/cms-assets/cms/product/a16ddafe-fd0a-49ed-a872-ef17b31e98e1.png,Crax,Crax
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,25460,Garden Crispy Murukku Namkeen,1910554,53,55,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/049932e1-0c46-478e-a92b-10e2588ba09b.png,Garden,Garden
2025-07-25,Munchies,1237,Namkeen Snacks,29,37740,490545,Crax Double Mazza Roasted Chana Peanuts Namkeen Snacks,2148118,51,55,1,6,0,https://cdn.grofers.com/da/cms-assets/cms/product/fd10dd62-90cf-42f9-8ecf-e862ae143587.png,Crax,Crax
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,25678,Haldiram's Punjabi Masala Papad,223853,65,65,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/db493b9b-80f1-4c41-9bbc-d60c9df5f66f.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,481019,DNV Sabudana Papad,224021,43,50,1,10,0,https://cdn.grofers.com/da/cms-assets/cms/product/2cfeb809-f5ae-4de9-bee9-db6c626ba891.png,DNV,DNV
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,15558,Lijjat Moong Dal Papad,1396457,77,77,1,11,0,https://cdn.grofers.com/da/cms-assets/cms/product/d9b349bc-c4a4-4afe-b130-75640f409e7b.png,Lijjat,Lijjat
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,138835,Lijjat Plain Urad Dal Papad,1396473,77,77,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/4cba19d7-8a60-49c8-9598-669cb459cfd3.png,Lijjat,Lijjat
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,18925,Lijjat Punjabi Masala Papad,223837,89,89,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/c99ba260-93ab-4b1b-86cb-26896db62ac3.png,Lijjat,Lijjat
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,501328,Ramji Pani Puri Papad,677464,34,45,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/4084a9e5-08a8-4ffb-ac00-47cc808126e4.png,Ramji,Ramji
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,18725,Mother's Recipe Potato Papad,223836,34,34,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/f1a47d18-bc40-4267-b3a9-daa57772e126.png,Mother's Recipe,Mother's Recipe
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,500884,Ramji Mix Fryums,676478,58,80,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/fd942d4a-bacd-4811-bfd4-d1610792aefe.png,Ramji,Ramji
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,501327,Ramji Net Fryums,677419,58,80,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/d0923205-52a5-452a-b773-032aa2d14773.png,Ramji,Ramji
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,500882,Ramji Tingo Fryums,676476,58,80,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/5b6c71ff-2992-497e-ab7c-7d7421ac4fdf.png,Ramji,Ramji
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,500883,Ramji Wheel Fryums,676477,58,80,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/a17b96c4-789f-4eb2-8f10-23546f413fa7.png,Ramji,Ramji
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,546158,Ramji Sabudana Papad,814846,79,110,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/e945c4b8-a40b-4c10-b200-e3f0e4b59543.png,Ramji,Ramji
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,19448,Mother's Recipe Moong Dal Papad,1396461,71,75,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/63a9af92-3c80-4b29-87bd-b0171afa7609.png,Mother's Recipe,Mother's Recipe
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,619214,Mother's Recipe Appalam Papad,1839498,45,50,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/1ab0e056-eaed-4a28-a0b1-fc844b068ede.png,Mother's Recipe,Mother's Recipe
2025-07-25,Munchies,1237,Papad & Fryums,80,37740,19927,Mother's Recipe Sabudana Papad,223843,34,34,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/b948bd84-3469-4a2f-b4a9-889f24202d79.png,Mother's Recipe,Mother's Recipe
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,11150,Uncle Chipps Spicy Treat Flavour Potato Chips,527890,20,20,1,50,0,https://cdn.grofers.com/da/cms-assets/cms/product/871988d1-1b77-476f-8dec-922930ad2c4b.png,Uncle Chipps,Uncle Chipps
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,432775,Lay's India's Magic Masala Potato Chips,438085,30,30,1,24,0,https://cdn.grofers.com/da/cms-assets/cms/product/7806dadc-a3c9-4cec-869f-90879c1f345c.png,Lay's,Lay's
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,67372,Kurkure Masala Munch Crisps,1910366,20,20,1,50,0,https://cdn.grofers.com/da/cms-assets/cms/product/c33863d9-3501-4fbc-986f-d0cd1000158d.png,Kurkure,Kurkure
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,289152,Lay's West Indies Hot n Sweet Chilli Flavour Potato Chips,782262,20,20,1,50,0,https://cdn.grofers.com/da/cms-assets/cms/product/b4992782-f47e-4fda-a0c6-4c9e422b9654.png,Lay's,Lay's
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,57435,Lay's Classic Salted Potato Chips,561720,20,20,1,43,0,https://cdn.grofers.com/da/cms-assets/cms/product/f55e87f5-ecab-4d91-aca9-62883084374d.png,Lay's,Lay's
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,574,Lay's Chile Limon Flavour Potato Chips,682288,20,20,1,50,0,https://cdn.grofers.com/da/cms-assets/cms/product/0293e130-cbdc-402a-af48-bdd7da6e5462.png,Lay's,Lay's
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,223819,Lay's Crispz Herb & Onion Potato Chips,816470,20,20,1,50,0,https://cdn.grofers.com/da/cms-assets/cms/product/e4a25547-0e12-4299-a2ab-3ee7d7ffbe66.png,Lay's,Lay's
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,367837,Kurkure Puffcorn Yummy Cheese Puffs,1910340,20,20,1,19,0,https://cdn.grofers.com/da/cms-assets/cms/product/38f3be41-8612-44c0-9e54-69abedfb07a5.png,Kurkure,Kurkure
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,577,Lay's Spanish Tomato Tango Potato Chips,438083,20,20,1,50,0,https://cdn.grofers.com/da/cms-assets/cms/product/c586c4d2-5b80-49f8-bd16-10c9c647c958.png,Lay's,Lay's
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,116824,Kurkure Chilli Chatka Crisps,1910333,20,20,1,36,0,https://cdn.grofers.com/da/cms-assets/cms/product/5ce79c46-e60f-43dc-bdfe-f11985feb790.png,Kurkure,Kurkure
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,482828,Haldiram's Takatak Chatpata Masala Stick,761768,22,25,1,23,0,https://cdn.grofers.com/da/cms-assets/cms/product/02a26f91-4c2d-400c-84c3-1d33b222acb4.png,Haldiram's,Haldiram's
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,432774,Lay's American Style Cream & Onion Potato Chips,561608,30,30,1,20,0,https://cdn.grofers.com/da/cms-assets/cms/product/8e3a3fc7-66cf-403f-ae22-a5ccb07103c7.png,Lay's,Lay's
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,534449,Uncle Chipps Plain Salted Potato Chips,634986,40,50,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/d142587a-9582-41fe-b8c5-c054a189f89b.png,Uncle Chipps,Uncle Chipps
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,486104,Kettle Studio Lime & Chilli Banana Chips,2173143,99,99,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/cbba0df5-cf09-4a85-a81b-adf31ee86948.png,Kettle Studio,Kettle Studio
2025-07-25,Munchies,1237,Chips & Crisps,940,37740,634423,Sweet Karam Coffee Madras Curry Leaves Potato Chips +  Mysore Masala Potato Chips Combo,1937543,105,118,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/566d40af-d7a6-4977-82e4-3c250ea8d2d0.png,,
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,570799,Original Ghee Mysore Pak by Sweet Karam Coffee,1149826,149,149,1,5,1,https://cdn.grofers.com/da/cms-assets/cms/product/0886b60d-0fa7-4794-97d8-bd39741d56fa.png,Sweet Karam Coffee,Sweet Karam Coffee
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,523571,Rabri by Amul,1890314,25,25,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/7632ccac-a2c6-4bad-ae08-dbfe0a52235f.png,Amul,Amul
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,512669,Motichoor Laddu by Lal,704698,116,125,1,5,0,https://cdn.grofers.com/da/cms-assets/cms/product/41b23732-feeb-4121-8815-e7a32c214e61.png,Lal,Lal
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,427611,Malai Peda by Amul,661510,114,120,1,13,0,https://cdn.grofers.com/da/cms-assets/cms/product/41004af4-5151-4fb4-a453-6e0b50784471.png,Amul,Amul
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,476267,Kaju Katli by Haldiram's,661690,211,250,1,17,0,https://cdn.grofers.com/da/cms-assets/cms/product/87c1f435-a696-4efe-aebd-7a9809ec2c68.png,Haldiram's,Haldiram's
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,391414,Classic Besan Laddu by Lal,749354,83,90,1,9,0,https://cdn.grofers.com/da/cms-assets/cms/product/50bbfa0e-d80b-4085-bb20-ca68a4b7fde2.png,Lal,Lal
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,406267,Agra Petha by Haldiram's,661498,154,260,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/0c61bc58-abe1-4b49-a58c-342ebf79da39.png,Haldiram's,Haldiram's
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,190192,Kaju Katli by Amul,661445,499,525,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/9209fbb7-5e7d-4e39-8946-f7d2ad6f5b8a.png,Amul,Amul
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,434469,Premium Mysore Pak by Lal,661529,140,140,1,5,0,https://cdn.grofers.com/da/cms-assets/cms/product/468be22a-1733-42f2-b73a-6245d55ac068.png,Lal,Lal
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,529329,Classic Soan Papdi by Lal,752500,67,80,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/438a2c98-9602-4c7f-8d89-015fa9708833.png,Lal,Lal
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,673347,Soan Papdi by Bikano,2131619,48,55,1,7,0,https://cdn.grofers.com/da/cms-assets/cms/product/041cb812-52ca-43c5-86fe-cd40b6115a64.png,Bikano,Bikano
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,567569,Rajgeera Ladoo by Chheda's,1110809,37,60,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/15a8cfa7-57ea-490d-b722-0dbe9278eff8.png,Chheda's,Chheda's
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,427612,Kesar Peda by Amul,661511,119,125,1,5,0,https://cdn.grofers.com/da/cms-assets/cms/product/8fa63770-c105-4117-b5e7-4df6f08bff16.png,Amul,Amul
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,392583,Gulab Jamun by Haldiram's,661630,225,225,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/3e053fd8-1e2d-4bb7-b7fa-ce3b5742c47a.png,Haldiram's,Haldiram's
2025-07-25,Sweet Tooth,9,Indian Sweets,943,37740,554127,Coconut Ghee Burfi by Daadi's,880162,158,180,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/565b18ee-a522-411c-a625-414baaf7f761.png,Daadi's,Daadi's
